,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
17346,17347,22,1032,2017-08-27,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,40670
17347,17348,70,1068,2017-09-23,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,41922
17348,17349,58,238,2017-03-19,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,41047
17349,17350,52,2781,2017-07-16,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,39915
17350,17351,82,1247,2017-10-01,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
17351,17352,48,3202,2017-06-10,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41009
17352,17353,69,567,2017-10-31,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
17353,17354,51,110,2017-02-24,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009
17354,17355,78,1983,2017-10-02,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,42218
17355,17356,0,3309,2017-08-23,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,41434
17356,17357,76,272,2017-08-14,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922
17357,17358,100,637,2017-03-08,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838
17358,17359,13,2213,2017-07-25,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560
17359,17360,18,1199,2017-08-27,False,Approved,Solex,Standard,medium,medium,575.27,431.45,41345
17360,17361,56,2932,2017-02-25,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707
17361,17362,43,2248,2017-01-20,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498
17362,17363,0,2974,2017-07-24,True,Approved,Solex,Standard,medium,medium,478.16,298.72,34143
17363,17364,49,2953,2017-07-17,False,Approved,Solex,Standard,medium,large,1061.56,733.58,39031
17364,17365,0,838,2017-06-18,True,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
17365,17366,18,544,2017-03-14,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,35667
17366,17367,27,3315,2017-02-27,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37698
17367,17368,29,1166,2017-07-20,True,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696
17368,17369,91,785,2017-07-03,True,Approved,Solex,Standard,medium,medium,100.35,75.26,36833
17369,17370,0,2299,2017-10-24,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659
17370,17371,19,3150,2017-04-16,False,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880
17371,17372,4,694,2017-04-10,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,37698
17372,17373,45,2966,2017-01-07,False,Approved,Solex,Standard,medium,medium,441.49,84.99,38991
17373,17374,26,541,2017-08-15,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,42696
17374,17375,42,1364,2017-06-04,True,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526
17375,17376,63,1233,2017-05-04,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,33879
17376,17377,63,2620,2017-06-10,False,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
17377,17378,75,2391,2017-06-02,False,Cancelled,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
17378,17379,82,2293,2017-05-14,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
17379,17380,73,2434,2017-04-05,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499
17380,17381,2,554,2017-11-22,False,Approved,Solex,Standard,medium,medium,71.49,53.62,41167
17381,17382,38,117,2017-02-25,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,37220
17382,17383,43,2640,2017-07-12,False,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498
17383,17384,58,924,2017-08-27,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295
17384,17385,96,623,2017-05-13,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434
17385,17386,91,796,2017-07-25,False,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
17386,17387,72,2410,2017-11-24,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,36668
17387,17388,83,2475,2017-03-17,True,Approved,Solex,Touring,medium,large,2083.94,675.03,41533
17388,17389,38,2989,2017-10-21,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40784
17389,17390,85,2101,2017-11-16,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36334
17390,17391,83,371,2017-09-20,True,Approved,Solex,Touring,medium,large,2083.94,675.03,41533
17391,17392,0,1333,2017-12-23,False,Approved,Solex,Standard,medium,medium,478.16,298.72,34143
17392,17393,56,1501,2017-06-16,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,33259
17393,17394,20,933,2017-12-30,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,35160
17394,17395,91,3063,2017-08-09,True,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
17395,17396,100,1765,2017-03-30,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838
17396,17397,40,1898,2017-05-06,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
17397,17398,79,121,2017-01-06,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
17398,17399,0,2887,2017-02-17,True,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
17399,17400,75,340,2017-02-04,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,42226
17400,17401,69,3439,2017-08-22,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,34996
17401,17402,91,1947,2017-08-27,True,Approved,Solex,Standard,medium,medium,100.35,75.26,41434
17402,17403,64,2447,2017-08-19,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,42145
17403,17404,56,2907,2017-07-06,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244
17404,17405,8,3395,2017-10-02,False,Approved,Solex,Road,medium,small,1703.52,1516.13,40649
17405,17406,52,975,2017-05-23,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220
17406,17407,61,1245,2017-04-02,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172
17407,17408,75,3315,2017-04-16,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
17408,17409,92,269,2017-06-04,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37539
17409,17410,89,3062,2017-05-09,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079
17410,17411,9,550,2017-12-16,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549
17411,17412,44,2602,2017-10-20,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
17412,17413,80,2923,2017-04-16,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455
17413,17414,64,2243,2017-06-30,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,40410
17414,17415,84,165,2017-03-23,,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339
17415,17416,69,2189,2017-07-19,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
17416,17417,0,3208,2017-05-12,True,Cancelled,Trek Bicycles,Standard,high,medium,495.72,297.43,42105
17417,17418,49,1375,2017-10-09,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,35707
17418,17419,93,578,2017-02-14,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,39427
17419,17420,0,281,2017-12-21,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,35667
17420,17421,17,888,2017-10-23,False,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
17421,17422,1,553,2017-02-22,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
17422,17423,80,2671,2017-09-21,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455
17423,17424,21,195,2017-12-20,False,Approved,Solex,Standard,medium,large,1071.23,380.74,33552
17424,17425,0,61,2017-11-01,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659
17425,17426,0,2474,2017-05-03,False,Approved,Solex,Standard,medium,medium,478.16,298.72,38647
17426,17427,0,966,2017-01-05,False,Approved,Solex,Standard,medium,medium,478.16,298.72,41047
17427,17428,48,3094,2017-02-28,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,37668
17428,17429,88,2093,2017-09-23,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586
17429,17430,52,2832,2017-07-09,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,39915
17430,17431,89,2229,2017-12-09,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,42458
17431,17432,0,2135,2017-08-15,True,Approved,,,,,1196.65,,0
17432,17433,52,1784,2017-10-20,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,39915
17433,17434,49,857,2017-05-20,True,Approved,Solex,Standard,medium,large,1061.56,733.58,34244
17434,17435,90,120,2017-08-09,,Approved,Solex,Standard,low,medium,945.04,507.58,40618
17435,17436,97,2104,2017-03-17,False,Approved,Solex,Standard,medium,large,202.62,151.96,42458
17436,17437,54,1282,2017-05-04,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,34170
17437,17438,44,1812,2017-03-20,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
17438,17439,0,2459,2017-04-10,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
17439,17440,3,1300,2017-09-29,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38258
17440,17441,43,1376,2017-10-02,False,Approved,Solex,Standard,medium,medium,1151.96,649.49,41064
17441,17442,80,2859,2017-03-04,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047
17442,17443,85,1098,2017-08-04,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36833
17443,17444,51,1381,2017-01-27,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,34170
17444,17445,85,345,2017-03-06,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,38193
17445,17446,47,2333,2017-02-16,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37668
17446,17447,3,2864,2017-12-13,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,36361
17447,17448,5,2067,2017-01-25,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
17448,17449,46,2047,2017-03-26,True,Approved,Solex,Standard,low,medium,1289.85,74.51,35470
17449,17450,85,532,2017-02-03,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218
17450,17451,48,2115,2017-08-14,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41064
17451,17452,76,95,2017-09-11,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,37873
17452,17453,14,1053,2017-04-02,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,41345
17453,17454,21,1182,2017-07-30,True,Approved,Solex,Standard,medium,large,1071.23,380.74,34115
17454,17455,10,3326,2017-02-12,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,40553
17455,17456,48,1670,2017-04-05,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
17456,17457,48,1734,2017-05-25,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,39915
17457,17458,18,692,2017-05-08,False,Approved,Solex,Standard,medium,medium,575.27,431.45,41345
17458,17459,71,2969,2017-11-11,False,Approved,Solex,Standard,high,large,1842.92,1105.75,38859
17459,17460,29,2036,2017-09-09,True,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696
17460,17461,84,2678,2017-03-22,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339
17461,17462,0,2888,2017-11-09,False,Approved,Solex,Standard,medium,medium,478.16,298.72,40649
17462,17463,48,3280,2017-05-02,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,42688
17463,17464,64,973,2017-11-27,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779
17464,17465,83,2624,2017-06-28,True,Approved,Solex,Touring,medium,large,2083.94,675.03,35667
17465,17466,1,659,2017-01-12,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245
17466,17467,93,143,2017-08-08,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,33364
17467,17468,93,941,2017-06-02,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,35378
17468,17469,0,5034,2017-01-03,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4000244,33879
17469,17470,31,1157,2017-10-06,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,36361
17470,17471,80,2791,2017-12-07,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455
17471,17472,36,3360,2017-10-02,True,Approved,Solex,Standard,low,medium,945.04,507.58,35052
17472,17473,49,2662,2017-07-02,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,39915
17473,17474,4,2847,2017-06-09,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
17474,17475,92,1209,2017-08-20,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34143
17475,17476,49,1344,2017-11-15,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
17476,17477,30,2879,2017-02-17,True,Approved,Solex,Standard,high,medium,748.17,448.9,33552
17477,17478,72,43,2017-10-10,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710
17478,17479,14,2494,2017-06-11,True,Approved,Solex,Standard,high,large,1842.92,1105.75,34996
17479,17480,63,680,2017-12-16,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,36334
17480,17481,15,2737,2017-04-23,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,35160
17481,17482,13,1926,2017-04-15,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,34071
17482,17483,4,2262,2017-10-16,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38258
17483,17484,30,749,2017-08-18,False,Approved,Solex,Standard,high,medium,748.17,448.9,33552
17484,17485,97,1464,2017-05-12,False,Approved,Solex,Standard,medium,large,202.62,151.96,33364
17485,17486,61,463,2017-09-10,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,36146
17486,17487,26,2960,2017-02-27,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,33888
17487,17488,1,2304,2017-07-19,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
17488,17489,90,2564,2017-09-04,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
17489,17490,17,3057,2017-12-01,True,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
17490,17491,34,3169,2017-06-27,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,38750
17491,17492,59,1711,2017-10-31,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37539
17492,17493,50,437,2017-11-12,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,33259
17493,17494,2,2329,2017-12-22,True,Approved,Solex,Standard,medium,medium,71.49,53.62,41245
17494,17495,23,3466,2017-08-25,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244
17495,17496,23,2822,2017-05-02,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244
17496,17497,32,2825,2017-07-23,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,34527
17497,17498,35,1761,2017-03-29,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,35052
17498,17499,86,2178,2017-06-17,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206
17499,17500,76,1131,2017-03-29,True,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922
17500,17501,92,2993,2017-09-04,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626
17501,17502,22,2915,2017-09-23,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165
17502,17503,94,1570,2017-11-27,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434
17503,17504,56,3151,2017-07-09,False,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,40779
17504,17505,69,3064,2017-05-06,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,34996
17505,17506,88,1461,2017-03-04,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145
17506,17507,27,2275,2017-06-12,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,35052
17507,17508,99,372,2017-09-17,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556
17508,17509,51,53,2017-02-20,True,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009
17509,17510,2,1849,2017-08-16,True,Approved,Solex,Standard,medium,medium,71.49,53.62,41245
17510,17511,79,2008,2017-06-07,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38206
17511,17512,80,2700,2017-08-14,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455
17512,17513,59,1910,2017-08-20,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37539
17513,17514,9,253,2017-03-22,False,Cancelled,OHM Cycles,Road,medium,medium,742.54,667.4,39298
17514,17515,92,110,2017-05-22,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626
17515,17516,22,355,2017-02-07,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,42696
17516,17517,46,1652,2017-04-07,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36498
17517,17518,49,1208,2017-02-07,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
17518,17519,3,546,2017-08-05,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37873
17519,17520,91,1706,2017-08-14,True,Approved,WeareA2B,Standard,low,medium,642.31,513.85,35455
17520,17521,4,3382,2017-01-27,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
17521,17522,87,1003,2017-08-05,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410
17522,17523,36,241,2017-04-30,False,Approved,Solex,Standard,low,medium,945.04,507.58,35052
17523,17524,16,2515,2017-11-09,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,40303
17524,17525,56,2071,2017-08-05,False,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707
17525,17526,53,1851,2017-03-20,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
17526,17527,39,2683,2017-05-16,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,35560
17527,17528,2,15,2017-01-20,False,Approved,Solex,Standard,medium,medium,71.49,53.62,41245
17528,17529,58,1111,2017-07-05,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,39915
17529,17530,45,181,2017-11-10,False,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
17530,17531,35,2324,2017-03-01,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,35560
17531,17532,97,2579,2017-05-29,True,Approved,Solex,Standard,medium,large,202.62,151.96,42458
17532,17533,0,706,2017-09-13,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,34170
17533,17534,77,2144,2017-10-21,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,38339
17534,17535,0,1210,2017-07-29,True,Approved,,,,,634.57,,0
17535,17536,9,3190,2017-07-21,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549
17536,17537,0,2012,2017-01-15,True,Approved,Solex,Standard,medium,large,202.62,151.96,42458
17537,17538,1,2640,2017-05-25,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
17538,17539,43,655,2017-05-30,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,35470
17539,17540,40,1707,2017-05-23,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
17540,17541,40,126,2017-12-19,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,35560
17541,17542,74,3353,2017-04-01,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,41922
17542,17543,34,836,2017-10-19,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,40336
17543,17544,79,3237,2017-04-21,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,39298
17544,17545,45,2651,2017-12-15,False,Approved,Solex,Standard,medium,medium,441.49,84.99,37668
17545,17546,56,1419,2017-05-03,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,34143
17546,17547,57,250,2017-11-29,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,40779
17547,17548,30,1055,2017-06-07,True,Approved,Solex,Standard,high,medium,748.17,448.9,33552
17548,17549,35,2335,2017-09-14,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527
17549,17550,63,657,2017-07-08,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
17550,17551,25,48,2017-04-23,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404
17551,17552,14,933,2017-07-15,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,34165
17552,17553,71,1224,2017-08-18,False,Approved,Solex,Standard,high,large,1842.92,1105.75,34996
17553,17554,68,1050,2017-12-04,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,42105
17554,17555,60,3468,2017-12-27,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779
17555,17556,18,560,2017-11-19,True,Approved,Solex,Standard,medium,medium,575.27,431.45,41345
17556,17557,79,2879,2017-01-05,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38206
17557,17558,79,1512,2017-08-16,False,Approved,Solex,Touring,medium,large,2083.94,675.03,41533
17558,17559,0,3123,2017-01-10,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659
17559,17560,85,2491,2017-03-09,,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218
17560,17561,88,912,2017-11-20,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36367
17561,17562,20,1992,2017-04-10,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,35160
17562,17563,72,2443,2017-02-17,True,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295
17563,17564,22,1451,2017-03-10,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,40670
17564,17565,20,1698,2017-05-17,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,36334
17565,17566,63,507,2017-02-04,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
17566,17567,82,3404,2017-08-25,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
17567,17568,80,2536,2017-08-01,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42218
17568,17569,0,1894,2017-07-20,True,Approved,Solex,Standard,medium,medium,71.49,53.62,41701
17569,17570,96,915,2017-03-21,False,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
17570,17571,61,1016,2017-03-06,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,33879
17571,17572,25,1063,2017-08-24,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,34115
17572,17573,48,1776,2017-05-13,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
17573,17574,34,605,2017-12-28,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,35052
17574,17575,74,1411,2017-11-17,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,38859
17575,17576,91,2335,2017-03-15,True,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
17576,17577,86,1613,2017-07-09,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206
17577,17578,93,2824,2017-01-22,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833
17578,17579,0,1944,2017-12-25,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,38258
17579,17580,100,631,2017-09-23,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
17580,17581,66,2248,2017-09-06,True,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487
17581,17582,49,1050,2017-09-19,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37823
17582,17583,7,523,2017-05-01,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,41701
17583,17584,52,793,2017-08-31,True,Approved,Solex,Road,medium,large,1777.8,820.78,33455
17584,17585,9,433,2017-12-15,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549
17585,17586,1,2770,2017-11-27,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38193
17586,17587,0,1993,2017-06-17,False,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,42172
17587,17588,54,1482,2017-08-23,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
17588,17589,90,819,2017-07-13,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,36367
17589,17590,60,3332,2017-02-26,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779
17590,17591,23,2614,2017-05-21,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145
17591,17592,79,3461,2017-05-22,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,35455
17592,17593,64,1678,2017-01-13,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,36146
17593,17594,94,1947,2017-05-20,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,38002
17594,17595,10,3016,2017-11-23,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,38991
17595,17596,10,1569,2017-11-07,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701
17596,17597,0,3326,2017-11-05,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,33552
17597,17598,81,1670,2017-05-05,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
17598,17599,75,2296,2017-11-24,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
17599,17600,76,3438,2017-05-23,True,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38482
17600,17601,0,1440,2017-12-11,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,34165
17601,17602,20,3204,2017-11-18,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,37838
17602,17603,0,1005,2017-01-13,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,38193
17603,17604,80,2097,2017-01-23,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455
17604,17605,88,334,2017-08-02,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36833
17605,17606,0,208,2017-01-11,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206
17606,17607,0,923,2017-01-10,True,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
17607,17608,0,1538,2017-07-07,False,Approved,Solex,Standard,medium,medium,100.35,75.26,38002
17608,17609,13,1641,2017-10-28,True,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560
17609,17610,27,661,2017-08-14,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527
17610,17611,47,3435,2017-02-02,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991
17611,17612,65,769,2017-07-16,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42404
17612,17613,89,1384,2017-11-24,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079
17613,17614,21,1190,2017-09-11,False,Approved,Solex,Standard,medium,large,1071.23,380.74,42404
17614,17615,74,307,2017-03-07,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,40553
